filename,fold,target,category,esc10,src_file,take
human_chunk20210721_093000_1.wav,1,3,human,FALSE,chunk20210721_093000_1.wav,A
other_chunk20210721_093000_10.wav,1,5,other,FALSE,chunk20210721_093000_10.wav,A
other_chunk20210721_093000_11.wav,1,5,other,FALSE,chunk20210721_093000_11.wav,A
other_chunk20210721_093000_12.wav,1,5,other,FALSE,chunk20210721_093000_12.wav,A
bee_chunk20210721_093000_13.wav,1,1,bee,FALSE,chunk20210721_093000_13.wav,A
bee_chunk20210721_093000_14.wav,1,1,bee,FALSE,chunk20210721_093000_14.wav,A
bee_chunk20210721_093000_15.wav,1,1,bee,FALSE,chunk20210721_093000_15.wav,A
traffic_chunk20210721_093000_16.wav,1,6,traffic,FALSE,chunk20210721_093000_16.wav,A
traffic_chunk20210721_093000_17.wav,1,6,traffic,FALSE,chunk20210721_093000_17.wav,A
traffic_chunk20210721_093000_18.wav,1,6,traffic,FALSE,chunk20210721_093000_18.wav,A
traffic_chunk20210721_093000_19.wav,1,6,traffic,FALSE,chunk20210721_093000_19.wav,A
human_chunk20210721_093000_2.wav,1,3,human,FALSE,chunk20210721_093000_2.wav,A
traffic_chunk20210721_093000_20.wav,1,6,traffic,FALSE,chunk20210721_093000_20.wav,A
traffic_chunk20210721_093000_21.wav,1,6,traffic,FALSE,chunk20210721_093000_21.wav,A
traffic_chunk20210721_093000_22.wav,1,6,traffic,FALSE,chunk20210721_093000_22.wav,A
traffic_chunk20210721_093000_23.wav,1,6,traffic,FALSE,chunk20210721_093000_23.wav,A
traffic_chunk20210721_093000_24.wav,1,6,traffic,FALSE,chunk20210721_093000_24.wav,A
traffic_chunk20210721_093000_25.wav,1,6,traffic,FALSE,chunk20210721_093000_25.wav,A
traffic_chunk20210721_093000_26.wav,1,6,traffic,FALSE,chunk20210721_093000_26.wav,A
traffic_chunk20210721_093000_27.wav,1,6,traffic,FALSE,chunk20210721_093000_27.wav,A
traffic_chunk20210721_093000_28.wav,1,6,traffic,FALSE,chunk20210721_093000_28.wav,A
traffic_chunk20210721_093000_29.wav,1,6,traffic,FALSE,chunk20210721_093000_29.wav,A
human_chunk20210721_093000_3.wav,1,3,human,FALSE,chunk20210721_093000_3.wav,A
traffic_chunk20210721_093000_30.wav,1,6,traffic,FALSE,chunk20210721_093000_30.wav,A
traffic_chunk20210721_093000_31.wav,1,6,traffic,FALSE,chunk20210721_093000_31.wav,A
traffic_chunk20210721_093000_32.wav,1,6,traffic,FALSE,chunk20210721_093000_32.wav,A
traffic_chunk20210721_093000_33.wav,1,6,traffic,FALSE,chunk20210721_093000_33.wav,A
traffic_chunk20210721_093000_4.wav,1,6,traffic,FALSE,chunk20210721_093000_4.wav,A
traffic_chunk20210721_093000_5.wav,1,6,traffic,FALSE,chunk20210721_093000_5.wav,A
other_chunk20210721_093000_6.wav,1,5,other,FALSE,chunk20210721_093000_6.wav,A
other_chunk20210721_093000_7.wav,1,5,other,FALSE,chunk20210721_093000_7.wav,A
other_chunk20210721_093000_8.wav,1,5,other,FALSE,chunk20210721_093000_8.wav,A
